age_norm,gender_enc,marital_enc,education_enc,income_enc,physiological_risk,behavioral_risk,textual_risk,composite_risk,risk_tier_enc,interaction_count_norm,last_reward_norm,escalation_count_norm,risk_tier
0.29411766,2.0,3.0,5.0,1.0,0.07621809,0.1143962,0.115270115,0.1035786,0.0,0.0,0.0,0.0,0
0.0,2.0,3.0,3.0,0.058,0.083236344,0.024454426,0.17106572,0.11073677,0.0,0.0,0.0,0.0,0
0.23529412,1.0,3.0,4.0,0.8333333,0.70636,0.6,0.44444,0.55808,0.0,0.0,0.5,0.0,2
0.9411765,2.0,2.0,4.0,0.166,0.17702132,0.16062851,0.057963833,0.117137134,0.0,0.0,0.0,0.0,0
0.0,2.0,3.0,4.0,0.5,0.64632,0.85,0.48148,0.61667,0.0,0.0,0.5,0.0,2
0.3529412,1.0,1.0,2.0,0.288,0.0,0.04688026,0.0043827076,0.0130931,0.0,0.0,0.0,0.0,0
0.8235294,1.0,3.0,4.0,0.42,0.13472383,0.120691836,0.024745032,0.07966746,0.0,0.0,0.0,0.0,0
0.64705884,2.0,1.0,1.0,0.368,0.20179982,0.0,0.0,0.05935289,0.0,0.0,0.0,0.0,0
0.11764706,1.0,3.0,4.0,1.0,0.00651,0.475,0.0,0.11368,0.0,0.0,0.5,0.0,0
0.11764706,1.0,3.0,4.0,1.0,0.67505,0.625,0.44444,0.55475,0.0,0.0,0.5,0.0,2
0.23529412,2.0,3.0,4.0,0.5,0.95781,0.85,0.88889,0.90001,0.0,0.0,0.5,0.0,2
0.05882353,1.0,3.0,3.0,0.228,0.11906785,0.15947571,0.11645365,0.12734537,0.0,0.0,0.0,0.0,0
0.11764706,2.0,3.0,4.0,0.5,0.51659,0.6,0.59259,0.57198,0.0,0.0,0.5,0.0,2
0.1764706,1.0,3.0,4.0,0.5,0.39784,0.625,0.44444,0.47322,0.0,0.0,0.5,0.0,2
0.23529412,2.0,3.0,4.0,0.33333334,0.77725,0.825,0.92593,0.85845,0.0,0.0,0.5,0.0,2
0.7058824,2.0,1.0,5.0,0.784,0.118983544,0.10997081,0.04677736,0.082883514,0.0,0.0,0.0,0.0,0
0.1764706,2.0,3.0,4.0,0.6666667,0.71998,0.8,0.81481,0.78344,0.0,0.0,0.5,0.0,2
0.1764706,2.0,3.0,4.0,0.5,0.17954,0.525,0.18519,0.26348,0.0,0.0,0.5,0.0,0
0.23529412,1.0,3.0,4.0,0.244,0.04239348,0.1248301,0.029834224,0.055880092,0.0,0.0,0.0,0.0,0
0.1764706,1.0,3.0,4.0,0.8333333,0.58216,0.625,0.74074,0.66687,0.0,0.0,0.5,0.0,2
0.5294118,2.0,3.0,3.0,0.218,0.14269368,0.07468591,0.052588943,0.084289625,0.0,0.0,0.0,0.0,0
0.11764706,2.0,3.0,4.0,0.33333334,0.83454,0.7,0.77778,0.77617,0.0,0.0,0.5,0.0,2
0.23529412,2.0,3.0,4.0,0.8333333,0.78294,0.75,0.85185,0.80762,0.0,0.0,0.5,0.0,2
0.11764706,1.0,3.0,4.0,0.8333333,0.15878,0.5,0.07407,0.19921,0.0,0.0,0.5,0.0,0
1.0,1.0,3.0,4.0,0.5,0.04561,0.45,0.03704,0.13673,0.0,0.0,0.5,0.0,0
0.23529412,2.0,3.0,4.0,0.6666667,0.23112,0.725,0.59259,0.51743,0.0,0.0,0.5,0.0,1
0.8235294,2.0,3.0,4.0,0.8333333,0.0492,0.625,0.07407,0.19639,0.0,0.0,0.5,0.0,0
0.23529412,2.0,1.0,3.0,0.078,0.09216396,0.00021465187,0.11681049,0.0821272,0.0,0.0,0.0,0.0,0
0.11764706,1.0,3.0,4.0,0.16666667,0.01563,0.525,0.18519,0.21527,0.0,0.0,0.5,0.0,0
0.0,1.0,3.0,3.0,0.368,0.0,0.0058490117,0.051321283,0.02552743,0.0,0.0,0.0,0.0,0
0.0,1.0,3.0,3.0,0.128,0.06010215,0.06443294,0.10781788,0.08357562,0.0,0.0,0.0,0.0,0
0.3529412,1.0,3.0,3.0,0.088,0.0720656,0.0,0.11176197,0.073789634,0.0,0.0,0.0,0.0,0
0.11764706,2.0,3.0,4.0,1.0,0.23067,0.65,0.22222,0.32536,0.0,0.0,0.5,0.0,1
0.1764706,2.0,3.0,4.0,0.6666667,0.58034,0.775,0.48148,0.57962,0.0,0.0,0.5,0.0,2
0.0,2.0,3.0,4.0,0.8333333,0.59947,0.675,0.51852,0.57915,0.0,0.0,0.5,0.0,2
0.1764706,2.0,3.0,4.0,0.6666667,0.21318,0.75,0.22222,0.34374,0.0,0.0,0.5,0.0,1
0.1764706,1.0,3.0,3.0,0.368,0.10365409,0.048719127,0.077320375,0.07833588,0.0,0.0,0.0,0.0,0
0.1764706,1.0,3.0,4.0,0.368,0.0155008305,0.07191011,0.12982874,0.08257497,0.0,0.0,0.0,0.0,0
0.5294118,2.0,3.0,5.0,0.962,0.06582643,0.13875756,0.091606006,0.09511826,0.0,0.0,0.0,0.0,0
0.3529412,2.0,3.0,4.0,0.6666667,0.21948,0.65,0.03704,0.23492,0.0,0.0,0.5,0.0,1
0.11764706,2.0,3.0,4.0,1.0,0.6675,0.8,0.55556,0.646,0.0,0.0,0.5,0.0,2
0.05882353,1.0,3.0,3.0,0.118,0.029316634,0.13969262,0.022329956,0.051999606,0.0,0.0,0.0,0.0,0
0.29411766,1.0,3.0,2.0,0.16,0.6699137,0.5461201,0.4867454,0.554589,2.0,0.0,0.0,0.0,2
0.0,2.0,3.0,4.0,0.8333333,0.18095,0.55,0.22222,0.28721,0.0,0.0,0.5,0.0,0
0.0,1.0,3.0,4.0,0.33333334,0.5296,0.65,0.81481,0.69215,0.0,0.0,0.5,0.0,2
0.05882353,2.0,3.0,3.0,0.048,0.25004277,0.3294246,0.2925744,0.28873572,1.0,0.0,0.0,0.0,1
0.11764706,2.0,3.0,4.0,0.8333333,0.38379,0.55,0.2963,0.38172,0.0,0.0,0.5,0.0,2
0.11764706,1.0,3.0,3.0,1.0,0.15650673,0.0,0.0,0.046031393,0.0,0.0,0.0,0.0,0
0.5882353,1.0,3.0,4.0,0.658,0.09932772,0.1106651,0.15589125,0.12861347,0.0,0.0,0.0,0.0,0
0.0,2.0,3.0,4.0,0.33333334,0.23403,0.675,0.22222,0.33223,0.0,0.0,0.5,0.0,1
0.1764706,2.0,3.0,4.0,0.8333333,0.30454,0.75,0.48148,0.49262,0.0,0.0,0.5,0.0,1
0.1764706,2.0,3.0,4.0,0.8333333,0.16152,0.575,0.18519,0.26995,0.0,0.0,0.5,0.0,0
0.1764706,1.0,3.0,4.0,0.5,0.62666,0.7,0.66667,0.66274,0.0,0.0,0.5,0.0,2
0.88235295,1.0,1.0,5.0,0.496,0.049613316,0.031477954,0.028958634,0.035626322,0.0,0.0,0.0,0.0,0
0.88235295,1.0,3.0,4.0,0.338,0.06643407,0.036471523,0.019307144,0.037206683,0.0,0.0,0.0,0.0,0
0.4117647,1.0,3.0,4.0,1.0,0.22753,0.6,0.07407,0.24295,0.0,0.0,0.5,0.0,1
0.1764706,1.0,3.0,4.0,0.368,0.07346125,0.11167357,0.060716346,0.07645478,0.0,0.0,0.0,0.0,0
0.0,1.0,3.0,4.0,0.6666667,0.392,0.55,0.40741,0.43643,0.0,0.0,0.5,0.0,1
0.11764706,1.0,3.0,4.0,0.33333334,0.50712,0.675,0.59259,0.58684,0.0,0.0,0.5,0.0,2
0.11764706,1.0,3.0,4.0,0.8333333,0.02303,0.675,0.22222,0.27017,0.0,0.0,0.5,0.0,0
0.47058824,1.0,3.0,4.0,0.49,0.06690648,0.09141225,0.062120017,0.070420094,0.0,0.0,0.0,0.0,0
0.7058824,1.0,3.0,4.0,0.368,0.25226042,0.24833272,0.2900209,0.2691059,1.0,0.0,0.0,0.0,1
0.3529412,1.0,3.0,2.0,0.368,0.05478718,0.0019772202,0.0,0.016579105,0.0,0.0,0.0,0.0,0
0.3529412,1.0,3.0,4.0,0.8333333,0.58058,0.625,0.37037,0.49211,0.0,0.0,0.5,0.0,2
0.5294118,2.0,3.0,5.0,0.972,0.076374225,0.13281612,0.16843069,0.13297535,0.0,0.0,0.0,0.0,0
0.8235294,1.0,1.0,4.0,0.264,0.10608413,0.1426787,0.015662095,0.07214307,0.0,0.0,0.0,0.0,0
0.11764706,2.0,3.0,4.0,0.16666667,0.64717,0.725,0.81481,0.74438,0.0,0.0,0.5,0.0,2
0.05882353,1.0,3.0,4.0,1.0,0.10195,0.6,0.14815,0.24088,0.0,0.0,0.5,0.0,0
0.23529412,1.0,3.0,2.0,0.24,0.018369634,0.027517907,0.059570264,0.0399107,0.0,0.0,0.0,0.0,0
0.11764706,1.0,3.0,4.0,1.0,0.22164,0.575,0.33333,0.35734,0.0,0.0,0.5,0.0,1
0.23529412,1.0,3.0,4.0,0.5,0.6343,0.625,0.51852,0.57763,0.0,0.0,0.5,0.0,2
0.5294118,2.0,1.0,5.0,0.824,0.045257986,0.063912965,0.0,0.028349519,0.0,0.0,0.0,0.0,0
1.0,1.0,1.0,5.0,0.482,0.05853951,0.07825078,0.08712683,0.07663031,0.0,0.0,0.0,0.0,0
0.05882353,1.0,3.0,3.0,1.0,0.0,0.13141523,0.10726012,0.08139658,0.0,0.0,0.0,0.0,0
0.1764706,1.0,3.0,4.0,0.5,0.52135,0.625,0.74074,0.64898,0.0,0.0,0.5,0.0,2
0.29411766,2.0,1.0,3.0,0.096,0.088017195,0.0008346369,0.09447111,0.070540786,0.0,0.0,0.0,0.0,0
0.1764706,2.0,3.0,4.0,0.8333333,0.08227,0.475,0.11111,0.18825,0.0,0.0,0.5,0.0,0
0.7058824,2.0,3.0,5.0,1.0,0.12624207,0.08386734,0.0,0.05686351,0.0,0.0,0.0,0.0,0
0.5882353,1.0,3.0,5.0,0.368,0.112872,0.12849309,0.02791122,0.076566,0.0,0.0,0.0,0.0,0
0.64705884,1.0,1.0,5.0,1.0,0.018437538,0.06449649,0.0,0.020598449,0.0,0.0,0.0,0.0,0
0.7647059,1.0,1.0,1.0,0.278,0.0,0.0,0.009720294,0.004574256,0.0,0.0,0.0,0.0,0
0.8235294,2.0,1.0,3.0,0.334,0.031191923,0.08359942,0.09804021,0.074981116,0.0,0.0,0.0,0.0,0
0.4117647,1.0,3.0,3.0,0.008,0.0,0.046178356,0.0,0.010865496,0.0,0.0,0.0,0.0,0
0.0,2.0,3.0,3.0,0.386,0.18210939,0.20954978,0.1619766,0.1790917,1.0,0.0,0.0,0.0,1
0.88235295,1.0,1.0,4.0,0.236,0.08449942,0.050691616,0.053131986,0.061783496,0.0,0.0,0.0,0.0,0
0.1764706,1.0,3.0,3.0,1.0,0.1099742,0.06365135,0.01163464,0.052797265,0.0,0.0,0.0,0.0,0
0.11764706,2.0,3.0,4.0,0.33333334,0.38179,0.65,0.33333,0.4221,0.0,0.0,0.5,0.0,1
0.9411765,2.0,3.0,5.0,0.656,0.04985336,0.0,0.106968254,0.06500075,0.0,0.0,0.0,0.0,0
0.0,1.0,3.0,4.0,0.33333334,0.24493,0.55,0.44444,0.4106,0.0,0.0,0.5,0.0,1
0.0,2.0,3.0,4.0,1.0,0.0,0.4,0.0,0.09412,0.0,0.0,0.5,0.0,0
0.0,2.0,3.0,3.0,0.368,0.112916455,0.027402459,0.0,0.03965836,0.0,0.0,0.0,0.0,0
0.05882353,1.0,3.0,3.0,0.544,0.12821558,0.09984042,0.097997315,0.107318714,0.0,0.0,0.0,0.0,0
0.05882353,2.0,3.0,3.0,0.368,0.010393997,0.0,0.026248269,0.015409185,0.0,0.0,0.0,0.0,0
0.1764706,2.0,3.0,4.0,0.8333333,0.32543,0.675,0.03704,0.27197,0.0,0.0,0.5,0.0,1
0.8235294,2.0,2.0,4.0,0.364,0.0,0.032281905,0.0,0.0075957426,0.0,0.0,0.0,0.0,0
1.0,2.0,1.0,5.0,0.368,0.12835434,0.035426497,0.0688699,0.07849629,0.0,0.0,0.0,0.0,0
0.64705884,2.0,1.0,3.0,0.962,0.02870624,0.08154823,0.064604886,0.05803313,0.0,0.0,0.0,0.0,0
0.7647059,2.0,1.0,4.0,0.368,0.026360765,0.021562763,0.03616901,0.02984747,0.0,0.0,0.0,0.0,0
0.64705884,2.0,1.0,4.0,0.24,0.06278052,0.12940095,0.1269567,0.10865647,0.0,0.0,0.0,0.0,0
0.05882353,2.0,3.0,3.0,1.0,0.07934858,0.078154154,0.015890991,0.049205147,0.0,0.0,0.0,0.0,0
0.05882353,2.0,3.0,3.0,0.012,0.30020493,0.29769176,0.2251756,0.26430568,1.0,0.0,0.0,0.0,1
0.4117647,1.0,3.0,5.0,0.384,0.15608156,0.080282256,0.0932752,0.10869049,0.0,0.0,0.0,0.0,0
0.29411766,1.0,3.0,4.0,0.732,0.06729057,0.005639082,0.031181376,0.035791777,0.0,0.0,0.0,0.0,0
0.64705884,1.0,1.0,5.0,0.828,0.050843094,0.09628689,0.044256054,0.05843597,0.0,0.0,0.0,0.0,0
0.05882353,2.0,3.0,4.0,0.5,0.55491,0.75,0.51852,0.58369,0.0,0.0,0.5,0.0,2
0.29411766,2.0,1.0,4.0,0.622,0.280398,0.24278656,0.26046014,0.26216573,1.0,0.0,0.0,0.0,1
0.23529412,2.0,1.0,3.0,0.244,0.018187076,0.011432629,0.08522761,0.04814628,0.0,0.0,0.0,0.0,0
0.1764706,1.0,3.0,4.0,0.388,0.0075700684,0.06774402,0.0029363981,0.019548094,0.0,0.0,0.0,0.0,0
1.0,2.0,1.0,3.0,0.004,0.05940915,0.0,0.0,0.01747328,0.0,0.0,0.0,0.0,0
0.4117647,2.0,1.0,4.0,0.112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.1764706,2.0,3.0,4.0,0.33333334,0.8912,0.75,0.92593,0.87432,0.0,0.0,0.5,0.0,2
0.1764706,2.0,3.0,4.0,0.6666667,0.61713,0.725,0.85185,0.75297,0.0,0.0,0.5,0.0,2
0.5294118,1.0,3.0,3.0,0.368,0.08084995,0.06993826,0.052441776,0.06491394,0.0,0.0,0.0,0.0,0
0.5294118,1.0,3.0,5.0,0.368,0.1329648,0.11468518,0.24736598,0.18249957,0.0,0.0,0.0,0.0,0
0.11764706,1.0,3.0,4.0,0.6666667,0.15265,0.65,0.48148,0.42442,0.0,0.0,0.5,0.0,0
0.11764706,1.0,3.0,4.0,0.5,0.29138,0.675,0.11111,0.29681,0.0,0.0,0.5,0.0,1
0.05882353,2.0,3.0,4.0,0.33333334,0.57291,0.8,0.51852,0.60075,0.0,0.0,0.5,0.0,2
0.11764706,2.0,3.0,4.0,0.5,0.33146,0.65,0.07407,0.28529,0.0,0.0,0.5,0.0,1
0.11764706,1.0,3.0,4.0,0.922,0.0,0.0,0.03918799,0.018441407,0.0,0.0,0.0,0.0,0
0.3529412,2.0,3.0,5.0,0.104,0.0,0.0,0.13055514,0.06143771,0.0,0.0,0.0,0.0,0
0.9411765,1.0,1.0,4.0,0.22,0.0,0.01659641,0.09925653,0.050613992,0.0,0.0,0.0,0.0,0
0.88235295,2.0,1.0,5.0,0.478,0.02049926,0.0071925176,0.0,0.007721551,0.0,0.0,0.0,0.0,0
0.4117647,1.0,1.0,4.0,0.464,0.037458446,0.013321352,0.11465749,0.0681081,0.0,0.0,0.0,0.0,0
0.0,2.0,3.0,4.0,0.33333334,0.61025,0.525,0.59259,0.58188,0.0,0.0,0.5,0.0,2
0.4117647,1.0,3.0,4.0,1.0,0.37976,0.575,0.22222,0.35156,0.0,0.0,0.5,0.0,1
0.64705884,1.0,1.0,5.0,1.0,0.047598485,0.035156105,0.030471416,0.03661107,0.0,0.0,0.0,0.0,0
0.7647059,2.0,1.0,4.0,1.0,0.062251624,0.06258016,0.09267611,0.07664633,0.0,0.0,0.0,0.0,0
0.05882353,2.0,3.0,4.0,0.6666667,0.6164,0.625,0.44444,0.5375,0.0,0.0,0.5,0.0,2
1.0,2.0,1.0,5.0,0.478,0.09533207,0.0,0.0,0.028038844,0.0,0.0,0.0,0.0,0
0.05882353,2.0,3.0,3.0,0.368,0.0859041,0.08049043,0.023581354,0.055301942,0.0,0.0,0.0,0.0,0
0.05882353,2.0,3.0,4.0,0.8333333,0.60005,0.575,0.2963,0.45121,0.0,0.0,0.5,0.0,2
0.8235294,1.0,3.0,3.0,0.368,0.08804216,0.1284437,0.15544392,0.12926689,0.0,0.0,0.0,0.0,0
0.05882353,2.0,3.0,3.0,0.304,0.07978237,0.13323112,0.06205861,0.084017955,0.0,0.0,0.0,0.0,0
0.7058824,2.0,3.0,5.0,1.0,0.0,0.0,0.010261554,0.0048289667,0.0,0.0,0.0,0.0,0
0.3529412,1.0,3.0,4.0,0.8333333,0.18122,0.55,0.2963,0.32214,0.0,0.0,0.5,0.0,0
0.11764706,2.0,3.0,4.0,0.228,0.4491251,0.37822044,0.41643637,0.41705874,2.0,0.0,0.0,0.0,2
0.1764706,1.0,1.0,4.0,0.042,0.07952262,0.07642804,0.0,0.041372072,0.0,0.0,0.0,0.0,0
0.0,2.0,3.0,4.0,0.33333334,0.44577,0.675,0.37037,0.46422,0.0,0.0,0.5,0.0,2
0.47058824,1.0,3.0,4.0,0.248,0.10270806,0.14554012,0.02620591,0.07678518,0.0,0.0,0.0,0.0,0
0.11764706,1.0,3.0,4.0,0.33333334,0.17876,0.375,0.22222,0.24539,0.0,0.0,0.5,0.0,0
0.11764706,2.0,3.0,4.0,0.33333334,0.38212,0.6,0.22222,0.35814,0.0,0.0,0.5,0.0,1
0.29411766,1.0,3.0,4.0,0.6666667,0.34255,0.55,0.55556,0.4916,0.0,0.0,0.5,0.0,1
0.5882353,1.0,1.0,4.0,1.0,0.16269106,0.15767951,0.07047314,0.1181152,0.0,0.0,0.0,0.0,0
0.29411766,2.0,3.0,4.0,0.6666667,0.76135,0.725,0.77778,0.76053,0.0,0.0,0.5,0.0,2
0.11764706,1.0,3.0,3.0,0.368,0.027113926,0.09404691,0.0,0.030103369,0.0,0.0,0.0,0.0,0
0.1764706,2.0,3.0,4.0,0.5,0.14803,0.5,0.07407,0.19604,0.0,0.0,0.5,0.0,0
0.7058824,1.0,3.0,5.0,0.368,0.11182718,0.023218198,0.083229,0.07752004,0.0,0.0,0.0,0.0,0
0.05882353,1.0,3.0,3.0,0.816,0.08221364,0.0,0.044383686,0.045066923,0.0,0.0,0.0,0.0,0
0.7647059,1.0,1.0,4.0,0.122,0.565631,0.43015343,0.55327255,0.5279382,2.0,0.0,0.0,0.0,2
0.64705884,1.0,1.0,3.0,0.174,0.055449862,0.0,0.08189699,0.054848544,0.0,0.0,0.0,0.0,0
0.23529412,1.0,1.0,3.0,0.376,0.036456384,0.10433337,0.048514687,0.058101937,0.0,0.0,0.0,0.0,0
0.11764706,2.0,3.0,3.0,0.368,0.0,0.006814033,0.0026330661,0.0028423918,0.0,0.0,0.0,0.0,0
0.23529412,2.0,3.0,4.0,1.0,0.27395,0.55,0.22222,0.31456,0.0,0.0,0.5,0.0,1
0.23529412,2.0,3.0,4.0,0.8333333,0.30163,0.6,0.48148,0.45647,0.0,0.0,0.5,0.0,1
0.1764706,2.0,3.0,3.0,0.308,0.09343368,0.22587502,0.10679053,0.13088192,0.0,0.0,0.0,0.0,0
0.05882353,1.0,3.0,4.0,0.6666667,0.16803,0.625,0.2963,0.33591,0.0,0.0,0.5,0.0,0
0.05882353,2.0,3.0,4.0,0.8333333,0.5689,0.625,0.66667,0.62811,0.0,0.0,0.5,0.0,2
0.11764706,2.0,3.0,4.0,0.5,0.44366,0.7,0.51852,0.5392,0.0,0.0,0.5,0.0,2
0.1764706,1.0,3.0,4.0,0.5,0.08101,0.375,0.33333,0.26893,0.0,0.0,0.5,0.0,0
0.1764706,1.0,3.0,4.0,0.33333334,0.24333,0.55,0.14815,0.2707,0.0,0.0,0.5,0.0,0
0.23529412,1.0,1.0,2.0,0.398,0.034723848,0.039317675,0.0,0.019464113,0.0,0.0,0.0,0.0,0
0.29411766,1.0,3.0,4.0,0.368,0.0,0.014256192,0.0,0.003354398,0.0,0.0,0.0,0.0,0
0.23529412,2.0,3.0,4.0,0.33333334,0.66605,0.625,0.7037,0.67411,0.0,0.0,0.5,0.0,2
0.05882353,1.0,3.0,3.0,0.182,0.095112965,0.0,0.0013237717,0.028597353,0.0,0.0,0.0,0.0,0
0.29411766,2.0,3.0,4.0,0.6666667,0.08081,0.625,0.25926,0.29283,0.0,0.0,0.5,0.0,0
0.3529412,2.0,3.0,2.0,0.368,0.070306286,0.0,0.08197927,0.059256796,0.0,0.0,0.0,0.0,0
0.23529412,2.0,3.0,4.0,0.5,0.32195,0.6,0.40741,0.42759,0.0,0.0,0.5,0.0,1
0.3529412,1.0,3.0,4.0,1.0,0.07785,0.5,0.25926,0.26255,0.0,0.0,0.5,0.0,0
0.88235295,1.0,1.0,5.0,0.962,0.06310626,0.018063793,0.11019619,0.074668,0.0,0.0,0.0,0.0,0
0.1764706,2.0,3.0,4.0,0.33333334,0.42206,0.625,0.40741,0.46291,0.0,0.0,0.5,0.0,1
0.05882353,2.0,3.0,4.0,0.8333333,0.50269,0.725,0.74074,0.66702,0.0,0.0,0.5,0.0,2
0.0,2.0,3.0,4.0,0.6666667,0.16825,0.575,0.33333,0.34164,0.0,0.0,0.5,0.0,1
0.11764706,1.0,3.0,4.0,0.8333333,0.28444,0.6,0.62963,0.52113,0.0,0.0,0.5,0.0,1
0.23529412,2.0,3.0,4.0,1.0,0.20404,0.625,0.0,0.20707,0.0,0.0,0.5,0.0,0
0.5294118,2.0,1.0,3.0,0.342,0.009625843,0.0,0.09722721,0.04858511,0.0,0.0,0.0,0.0,0
0.11764706,1.0,3.0,4.0,0.98,0.07958005,0.06401408,0.0,0.038468033,0.0,0.0,0.0,0.0,0
0.47058824,2.0,1.0,4.0,0.572,0.12023855,0.15141581,0.11122217,0.123331375,0.0,0.0,0.0,0.0,0
0.64705884,1.0,3.0,4.0,0.6666667,0.17503,0.4,0.07407,0.18046,0.0,0.0,0.5,0.0,0
0.1764706,1.0,3.0,4.0,0.8333333,0.36285,0.575,0.37037,0.41631,0.0,0.0,0.5,0.0,1
0.1764706,2.0,3.0,4.0,0.33333334,0.31515,0.65,0.37037,0.41993,0.0,0.0,0.5,0.0,1
